CustomerID,CustomerName,Gender,City,Country,JoinDate,Segment
C0362,Customer_362,Female,Khobar,Saudi Arabia,3/31/2022,Retail
C0363,Customer_363,Female,Riyadh,Saudi Arabia,8/23/2022,Retail
C0364,Customer_364,Female,Dammam,Saudi Arabia,12/27/2019,Corporate
C0365,Customer_365,Male,Jeddah,Saudi Arabia,11/20/2023,SMB
C0366,Customer_366,Female,Medina,Saudi Arabia,11/19/2019,Corporate
C0367,Customer_367,Female,Dammam,Saudi Arabia,6/26/2021,Corporate
C0368,Customer_368,Male,Riyadh,Saudi Arabia,9/21/2024,SMB
C0369,Customer_369,Male,Medina,Saudi Arabia,9/19/2024,Retail
C0370,Customer_370,Female,Dammam,Saudi Arabia,8/27/2020,Retail
C0371,Customer_371,Male,Jeddah,Saudi Arabia,11/14/2021,Retail
C0372,Customer_372,Male,Medina,Saudi Arabia,9/18/2020,SMB
C0373,Customer_373,Male,Jeddah,Saudi Arabia,7/16/2024,Corporate
C0374,Customer_374,Female,Medina,Saudi Arabia,8/16/2022,SMB
C0375,Customer_375,Female,Jeddah,Saudi Arabia,12/7/2023,Retail
C0376,Customer_376,Female,Khobar,Saudi Arabia,5/25/2022,Corporate
C0377,Customer_377,Male,Dammam,Saudi Arabia,9/9/2024,Retail
C0378,Customer_378,Female,Khobar,Saudi Arabia,1/26/2024,Retail
C0379,Customer_379,Male,Dammam,Saudi Arabia,3/21/2022,Retail
C0380,Customer_380,Male,Medina,Saudi Arabia,8/30/2025,SMB
C0381,Customer_381,Female,Khobar,Saudi Arabia,7/5/2025,SMB
C0382,Customer_382,Male,Khobar,Saudi Arabia,5/30/2025,SMB
C0383,Customer_383,Male,Dammam,Saudi Arabia,10/14/2025,Corporate
C0384,Customer_384,Male,Riyadh,Saudi Arabia,1/20/2024,Retail
C0385,Customer_385,Female,Riyadh,Saudi Arabia,8/28/2024,SMB
C0386,Customer_386,Male,Riyadh,Saudi Arabia,10/11/2021,SMB
C0387,Customer_387,Female,Khobar,Saudi Arabia,11/16/2024,SMB
C0388,Customer_388,Male,Dammam,Saudi Arabia,3/8/2023,Corporate
C0389,Customer_389,Female,Khobar,Saudi Arabia,10/17/2022,SMB
C0390,Customer_390,Male,Dammam,Saudi Arabia,9/27/2019,Corporate
C0391,Customer_391,Male,Medina,Saudi Arabia,5/3/2023,Corporate
C0392,Customer_392,Female,Medina,Saudi Arabia,9/7/2020,Corporate
C0393,Customer_393,Male,Medina,Saudi Arabia,8/2/2020,Corporate
C0394,Customer_394,Female,Khobar,Saudi Arabia,6/12/2020,SMB
C0395,Customer_395,Male,Dammam,Saudi Arabia,4/8/2025,Corporate
C0396,Customer_396,Female,Jeddah,Saudi Arabia,11/26/2024,Retail
C0397,Customer_397,Female,Medina,Saudi Arabia,1/22/2023,Retail
C0398,Customer_398,Female,Dammam,Saudi Arabia,1/8/2021,Retail
C0399,Customer_399,Female,Khobar,Saudi Arabia,2/25/2021,Retail
C0400,Customer_400,Male,Jeddah,Saudi Arabia,11/13/2019,Corporate
C0401,Customer_401,Male,Medina,Saudi Arabia,1/19/2025,SMB
C0402,Customer_402,Male,Dammam,Saudi Arabia,12/6/2025,Retail
C0403,Customer_403,Female,Jeddah,Saudi Arabia,10/26/2020,Retail
C0404,Customer_404,Male,Khobar,Saudi Arabia,6/28/2019,Corporate
C0405,Customer_405,Female,Jeddah,Saudi Arabia,12/25/2023,SMB
C0406,Customer_406,Female,Khobar,Saudi Arabia,8/16/2021,SMB
C0407,Customer_407,Male,Dammam,Saudi Arabia,4/5/2024,Retail
C0408,Customer_408,Female,Medina,Saudi Arabia,12/10/2023,Corporate
C0409,Customer_409,Female,Khobar,Saudi Arabia,8/21/2024,SMB
C0410,Customer_410,Female,Jeddah,Saudi Arabia,3/28/2021,SMB
C0411,Customer_411,Male,Dammam,Saudi Arabia,8/2/2019,SMB
C0412,Customer_412,Female,Dammam,Saudi Arabia,3/21/2025,Retail
C0413,Customer_413,Male,Dammam,Saudi Arabia,12/10/2019,Retail
C0414,Customer_414,Female,Khobar,Saudi Arabia,10/3/2024,Retail
C0415,Customer_415,Female,Riyadh,Saudi Arabia,6/28/2021,Corporate
C0416,Customer_416,Female,Riyadh,Saudi Arabia,8/27/2023,Retail
C0417,Customer_417,Female,Medina,Saudi Arabia,3/12/2023,Retail
C0418,Customer_418,Female,Riyadh,Saudi Arabia,3/16/2023,Retail
C0419,Customer_419,Male,Dammam,Saudi Arabia,2/10/2020,SMB
C0420,Customer_420,Female,Jeddah,Saudi Arabia,7/17/2020,Retail
C0421,Customer_421,Female,Khobar,Saudi Arabia,7/22/2020,SMB
C0422,Customer_422,Female,Khobar,Saudi Arabia,11/25/2025,Retail
C0423,Customer_423,Male,Riyadh,Saudi Arabia,11/14/2021,Retail
C0424,Customer_424,Male,Medina,Saudi Arabia,10/29/2025,SMB
C0425,Customer_425,Female,Riyadh,Saudi Arabia,3/26/2022,Retail
C0426,Customer_426,Female,Riyadh,Saudi Arabia,7/15/2019,Retail
C0427,Customer_427,Female,Medina,Saudi Arabia,2/16/2024,Retail
C0428,Customer_428,Male,Khobar,Saudi Arabia,9/10/2025,SMB
C0429,Customer_429,Male,Medina,Saudi Arabia,6/13/2025,Retail
C0430,Customer_430,Male,Dammam,Saudi Arabia,10/25/2023,Retail
C0431,Customer_431,Female,Jeddah,Saudi Arabia,5/26/2025,Corporate
C0432,Customer_432,Male,Riyadh,Saudi Arabia,11/14/2024,Corporate
C0433,Customer_433,Male,Medina,Saudi Arabia,2/6/2025,SMB
C0434,Customer_434,Male,Khobar,Saudi Arabia,4/9/2024,Retail
C0435,Customer_435,Female,Dammam,Saudi Arabia,11/4/2021,SMB
C0436,Customer_436,Male,Dammam,Saudi Arabia,10/4/2019,Corporate
C0437,Customer_437,Male,Riyadh,Saudi Arabia,7/11/2025,SMB
C0438,Customer_438,Female,Jeddah,Saudi Arabia,7/1/2019,Corporate
C0439,Customer_439,Female,Jeddah,Saudi Arabia,3/18/2024,SMB
C0440,Customer_440,Female,Jeddah,Saudi Arabia,7/6/2020,Retail
C0441,Customer_441,Female,Riyadh,Saudi Arabia,4/16/2022,Retail
C0442,Customer_442,Male,Jeddah,Saudi Arabia,6/21/2019,Corporate
C0443,Customer_443,Female,Medina,Saudi Arabia,6/20/2023,SMB
C0444,Customer_444,Female,Dammam,Saudi Arabia,5/30/2019,SMB
C0445,Customer_445,Male,Dammam,Saudi Arabia,1/2/2023,Retail
C0446,Customer_446,Female,Dammam,Saudi Arabia,5/24/2020,Corporate
C0447,Customer_447,Female,Khobar,Saudi Arabia,12/7/2023,Corporate
C0448,Customer_448,Female,Jeddah,Saudi Arabia,7/25/2024,SMB
C0449,Customer_449,Female,Dammam,Saudi Arabia,10/27/2024,Corporate
C0450,Customer_450,Male,Khobar,Saudi Arabia,11/20/2019,Corporate
C0451,Customer_451,Male,Medina,Saudi Arabia,4/18/2022,Corporate
C0452,Customer_452,Male,Riyadh,Saudi Arabia,9/5/2022,SMB
C0453,Customer_453,Female,Dammam,Saudi Arabia,1/1/2024,SMB
C0454,Customer_454,Female,Jeddah,Saudi Arabia,12/24/2023,Corporate
C0455,Customer_455,Female,Riyadh,Saudi Arabia,12/15/2022,SMB
C0456,Customer_456,Female,Dammam,Saudi Arabia,8/23/2019,Retail
C0457,Customer_457,Female,Dammam,Saudi Arabia,10/2/2024,SMB
C0458,Customer_458,Male,Riyadh,Saudi Arabia,8/7/2020,SMB
C0459,Customer_459,Female,Riyadh,Saudi Arabia,6/1/2020,Retail
C0460,Customer_460,Male,Dammam,Saudi Arabia,1/23/2023,Corporate
C0461,Customer_461,Male,Medina,Saudi Arabia,9/20/2020,SMB
C0462,Customer_462,Female,Dammam,Saudi Arabia,3/4/2023,Corporate
C0463,Customer_463,Male,Medina,Saudi Arabia,7/17/2020,SMB
C0464,Customer_464,Female,Khobar,Saudi Arabia,7/11/2022,SMB
C0465,Customer_465,Female,Jeddah,Saudi Arabia,4/9/2020,Retail
C0466,Customer_466,Male,Khobar,Saudi Arabia,10/21/2024,Corporate
C0467,Customer_467,Male,Dammam,Saudi Arabia,12/2/2021,SMB
C0468,Customer_468,Female,Jeddah,Saudi Arabia,11/11/2025,Corporate
C0469,Customer_469,Female,Jeddah,Saudi Arabia,5/17/2020,Retail
C0470,Customer_470,Male,Khobar,Saudi Arabia,12/8/2020,SMB
C0471,Customer_471,Female,Riyadh,Saudi Arabia,8/2/2022,SMB
C0472,Customer_472,Female,Riyadh,Saudi Arabia,3/2/2025,SMB
C0473,Customer_473,Female,Dammam,Saudi Arabia,10/7/2020,SMB
C0474,Customer_474,Male,Dammam,Saudi Arabia,9/14/2024,Retail
C0475,Customer_475,Male,Jeddah,Saudi Arabia,7/22/2020,Retail
C0476,Customer_476,Female,Riyadh,Saudi Arabia,1/18/2023,SMB
C0477,Customer_477,Female,Khobar,Saudi Arabia,3/9/2025,Retail
C0478,Customer_478,Male,Riyadh,Saudi Arabia,6/20/2022,Corporate
C0479,Customer_479,Female,Medina,Saudi Arabia,8/10/2023,Corporate
C0480,Customer_480,Male,Jeddah,Saudi Arabia,7/22/2022,SMB
C0481,Customer_481,Male,Khobar,Saudi Arabia,3/23/2024,SMB
C0482,Customer_482,Female,Jeddah,Saudi Arabia,3/8/2025,SMB
C0483,Customer_483,Male,Jeddah,Saudi Arabia,11/8/2023,SMB
C0484,Customer_484,Male,Riyadh,Saudi Arabia,10/23/2024,Retail
C0485,Customer_485,Female,Jeddah,Saudi Arabia,10/25/2020,Corporate
C0486,Customer_486,Male,Dammam,Saudi Arabia,10/26/2024,Corporate
C0487,Customer_487,Male,Dammam,Saudi Arabia,3/15/2021,SMB
C0488,Customer_488,Female,Jeddah,Saudi Arabia,5/25/2022,SMB
C0489,Customer_489,Male,Medina,Saudi Arabia,11/21/2020,SMB
C0490,Customer_490,Male,Jeddah,Saudi Arabia,10/14/2025,Corporate
C0491,Customer_491,Male,Riyadh,Saudi Arabia,11/29/2019,Retail
C0492,Customer_492,Female,Jeddah,Saudi Arabia,6/1/2025,Corporate
C0493,Customer_493,Male,Khobar,Saudi Arabia,2/12/2025,Corporate
C0494,Customer_494,Female,Khobar,Saudi Arabia,9/30/2021,SMB
C0495,Customer_495,Female,Dammam,Saudi Arabia,2/1/2024,Retail
C0496,Customer_496,Male,Jeddah,Saudi Arabia,12/6/2023,Corporate
C0497,Customer_497,Female,Khobar,Saudi Arabia,4/15/2021,Corporate
C0498,Customer_498,Male,Dammam,Saudi Arabia,7/31/2022,SMB
C0499,Customer_499,Female,Khobar,Saudi Arabia,6/19/2020,Corporate
C0500,Customer_500,Male,Dammam,Saudi Arabia,9/17/2021,Corporate
C0501,Customer_501,Male,Dammam,Saudi Arabia,1/16/2024,Retail
C0502,Customer_502,Male,Riyadh,Saudi Arabia,7/27/2019,Corporate
C0503,Customer_503,Female,Medina,Saudi Arabia,9/9/2023,Retail
C0504,Customer_504,Male,Dammam,Saudi Arabia,6/24/2025,SMB
C0505,Customer_505,Female,Jeddah,Saudi Arabia,10/14/2020,Corporate
C0506,Customer_506,Female,Khobar,Saudi Arabia,6/17/2022,Corporate
C0507,Customer_507,Male,Riyadh,Saudi Arabia,5/30/2023,SMB
C0508,Customer_508,Female,Jeddah,Saudi Arabia,5/31/2021,SMB
C0509,Customer_509,Female,Riyadh,Saudi Arabia,7/27/2019,Corporate
C0510,Customer_510,Female,Medina,Saudi Arabia,4/11/2024,Corporate
C0511,Customer_511,Male,Riyadh,Saudi Arabia,11/1/2023,Retail
C0512,Customer_512,Female,Dammam,Saudi Arabia,7/10/2023,Corporate
C0513,Customer_513,Male,Khobar,Saudi Arabia,7/29/2019,SMB
C0514,Customer_514,Male,Dammam,Saudi Arabia,3/16/2025,Corporate
C0515,Customer_515,Male,Khobar,Saudi Arabia,8/27/2024,Corporate
C0516,Customer_516,Female,Medina,Saudi Arabia,11/7/2025,Retail
C0517,Customer_517,Male,Riyadh,Saudi Arabia,6/2/2023,Corporate
C0518,Customer_518,Female,Medina,Saudi Arabia,2/6/2023,Retail
C0519,Customer_519,Male,Medina,Saudi Arabia,9/16/2024,Corporate
C0520,Customer_520,Male,Riyadh,Saudi Arabia,6/9/2019,Retail
C0521,Customer_521,Female,Khobar,Saudi Arabia,10/28/2024,Corporate
C0522,Customer_522,Male,Medina,Saudi Arabia,10/12/2024,Retail
C0523,Customer_523,Female,Medina,Saudi Arabia,7/28/2022,Retail
C0524,Customer_524,Female,Medina,Saudi Arabia,5/10/2022,SMB
C0525,Customer_525,Female,Medina,Saudi Arabia,9/18/2024,SMB
C0526,Customer_526,Female,Medina,Saudi Arabia,5/12/2022,Corporate
C0527,Customer_527,Male,Dammam,Saudi Arabia,9/18/2022,SMB
C0528,Customer_528,Male,Khobar,Saudi Arabia,7/18/2025,Corporate
C0529,Customer_529,Male,Medina,Saudi Arabia,4/27/2024,Corporate
C0530,Customer_530,Male,Riyadh,Saudi Arabia,7/18/2025,Corporate
C0531,Customer_531,Male,Medina,Saudi Arabia,12/13/2025,Corporate
C0532,Customer_532,Male,Jeddah,Saudi Arabia,5/10/2019,SMB
C0533,Customer_533,Male,Jeddah,Saudi Arabia,3/19/2019,Corporate
C0534,Customer_534,Female,Khobar,Saudi Arabia,9/12/2020,Corporate
C0535,Customer_535,Male,Khobar,Saudi Arabia,8/17/2024,SMB
C0536,Customer_536,Female,Riyadh,Saudi Arabia,7/19/2020,SMB
C0537,Customer_537,Male,Medina,Saudi Arabia,8/24/2022,SMB
C0538,Customer_538,Female,Medina,Saudi Arabia,3/24/2023,Corporate
C0539,Customer_539,Male,Khobar,Saudi Arabia,12/23/2024,Corporate
C0540,Customer_540,Female,Dammam,Saudi Arabia,11/3/2025,Corporate
C0541,Customer_541,Male,Jeddah,Saudi Arabia,2/16/2022,SMB
C0542,Customer_542,Female,Jeddah,Saudi Arabia,5/4/2022,Corporate
C0543,Customer_543,Male,Khobar,Saudi Arabia,7/22/2022,Corporate
C0544,Customer_544,Female,Medina,Saudi Arabia,1/25/2022,Corporate
C0545,Customer_545,Male,Medina,Saudi Arabia,2/2/2025,Corporate
C0546,Customer_546,Female,Dammam,Saudi Arabia,8/22/2020,Corporate
C0547,Customer_547,Male,Dammam,Saudi Arabia,11/20/2019,Corporate
C0548,Customer_548,Female,Dammam,Saudi Arabia,5/16/2024,Retail
C0549,Customer_549,Male,Medina,Saudi Arabia,1/15/2022,SMB
C0550,Customer_550,Female,Jeddah,Saudi Arabia,3/23/2020,SMB
C0551,Customer_551,Male,Jeddah,Saudi Arabia,7/27/2019,SMB
C0552,Customer_552,Male,Jeddah,Saudi Arabia,8/4/2019,Retail
C0553,Customer_553,Female,Dammam,Saudi Arabia,4/18/2024,Retail
C0554,Customer_554,Male,Riyadh,Saudi Arabia,3/4/2025,Retail
C0555,Customer_555,Female,Khobar,Saudi Arabia,5/9/2024,SMB
C0556,Customer_556,Male,Dammam,Saudi Arabia,8/8/2022,Corporate
C0557,Customer_557,Male,Riyadh,Saudi Arabia,6/9/2025,Retail
C0558,Customer_558,Male,Jeddah,Saudi Arabia,9/8/2023,Retail
C0559,Customer_559,Male,Khobar,Saudi Arabia,7/22/2024,Retail
C0560,Customer_560,Female,Riyadh,Saudi Arabia,2/7/2019,Corporate
C0561,Customer_561,Male,Dammam,Saudi Arabia,3/11/2022,Corporate
C0562,Customer_562,Female,Jeddah,Saudi Arabia,8/27/2024,Corporate
C0563,Customer_563,Female,Jeddah,Saudi Arabia,4/6/2020,Corporate
C0564,Customer_564,Male,Khobar,Saudi Arabia,11/19/2021,SMB
C0565,Customer_565,Male,Riyadh,Saudi Arabia,10/12/2022,Corporate
C0566,Customer_566,Male,Jeddah,Saudi Arabia,11/7/2025,SMB
C0567,Customer_567,Female,Khobar,Saudi Arabia,10/11/2024,Corporate
C0568,Customer_568,Male,Khobar,Saudi Arabia,1/26/2020,Retail
C0569,Customer_569,Male,Khobar,Saudi Arabia,8/18/2022,Retail
C0570,Customer_570,Male,Dammam,Saudi Arabia,4/21/2023,Retail
C0571,Customer_571,Female,Dammam,Saudi Arabia,9/12/2022,Corporate
C0572,Customer_572,Male,Dammam,Saudi Arabia,1/12/2023,SMB
C0573,Customer_573,Male,Riyadh,Saudi Arabia,4/29/2020,Corporate
C0574,Customer_574,Female,Jeddah,Saudi Arabia,7/19/2023,SMB
C0575,Customer_575,Female,Riyadh,Saudi Arabia,4/23/2022,Corporate
C0576,Customer_576,Male,Jeddah,Saudi Arabia,7/1/2020,Corporate
C0577,Customer_577,Male,Khobar,Saudi Arabia,10/17/2025,Corporate
C0578,Customer_578,Female,Medina,Saudi Arabia,4/12/2024,SMB
C0579,Customer_579,Male,Jeddah,Saudi Arabia,9/6/2025,Retail
C0580,Customer_580,Female,Medina,Saudi Arabia,1/21/2023,Retail
C0581,Customer_581,Male,Riyadh,Saudi Arabia,2/21/2025,SMB
C0582,Customer_582,Male,Medina,Saudi Arabia,1/7/2025,Retail
C0583,Customer_583,Male,Dammam,Saudi Arabia,11/1/2024,Corporate
C0584,Customer_584,Male,Jeddah,Saudi Arabia,7/16/2025,Corporate
C0585,Customer_585,Male,Medina,Saudi Arabia,12/30/2023,Retail
C0586,Customer_586,Female,Jeddah,Saudi Arabia,10/3/2024,Corporate
C0587,Customer_587,Female,Medina,Saudi Arabia,8/25/2019,SMB
C0588,Customer_588,Female,Dammam,Saudi Arabia,3/31/2019,Corporate
C0589,Customer_589,Female,Riyadh,Saudi Arabia,6/11/2021,SMB
C0590,Customer_590,Male,Riyadh,Saudi Arabia,10/2/2023,Corporate
C0591,Customer_591,Male,Medina,Saudi Arabia,9/4/2019,Retail
C0592,Customer_592,Female,Riyadh,Saudi Arabia,3/21/2022,Corporate
C0593,Customer_593,Male,Jeddah,Saudi Arabia,9/18/2023,Corporate
C0594,Customer_594,Female,Khobar,Saudi Arabia,3/27/2023,Corporate
C0595,Customer_595,Male,Medina,Saudi Arabia,6/28/2020,SMB
C0596,Customer_596,Female,Riyadh,Saudi Arabia,1/1/2021,SMB
C0597,Customer_597,Female,Medina,Saudi Arabia,6/5/2020,SMB
C0598,Customer_598,Male,Riyadh,Saudi Arabia,4/4/2019,Corporate
C0599,Customer_599,Female,Medina,Saudi Arabia,10/4/2023,SMB
C0600,Customer_600,Female,Jeddah,Saudi Arabia,10/10/2021,Corporate
C0601,Customer_601,Female,Jeddah,Saudi Arabia,2/3/2022,Retail
C0602,Customer_602,Male,Riyadh,Saudi Arabia,9/14/2023,SMB
C0603,Customer_603,Male,Jeddah,Saudi Arabia,4/24/2021,Retail
C0604,Customer_604,Male,Medina,Saudi Arabia,5/18/2019,Corporate
C0605,Customer_605,Male,Jeddah,Saudi Arabia,7/1/2019,Corporate
C0606,Customer_606,Female,Jeddah,Saudi Arabia,1/19/2025,Retail
C0607,Customer_607,Male,Jeddah,Saudi Arabia,8/25/2024,Corporate
C0608,Customer_608,Male,Medina,Saudi Arabia,7/30/2022,SMB
C0609,Customer_609,Female,Jeddah,Saudi Arabia,5/21/2022,Retail
C0610,Customer_610,Male,Khobar,Saudi Arabia,5/15/2022,Corporate
C0611,Customer_611,Male,Medina,Saudi Arabia,8/20/2025,SMB
C0612,Customer_612,Male,Khobar,Saudi Arabia,3/26/2025,Corporate
C0613,Customer_613,Male,Dammam,Saudi Arabia,4/11/2023,SMB
C0614,Customer_614,Female,Khobar,Saudi Arabia,7/31/2023,Retail
C0615,Customer_615,Female,Khobar,Saudi Arabia,1/23/2021,SMB
C0616,Customer_616,Female,Jeddah,Saudi Arabia,7/12/2021,Corporate
C0617,Customer_617,Male,Khobar,Saudi Arabia,8/25/2019,SMB
C0618,Customer_618,Female,Khobar,Saudi Arabia,4/1/2025,SMB
C0619,Customer_619,Male,Khobar,Saudi Arabia,9/21/2021,Corporate
C0620,Customer_620,Male,Dammam,Saudi Arabia,11/20/2019,Corporate
C0621,Customer_621,Female,Riyadh,Saudi Arabia,1/2/2025,SMB
C0622,Customer_622,Male,Riyadh,Saudi Arabia,1/4/2022,Corporate
C0623,Customer_623,Male,Riyadh,Saudi Arabia,2/9/2021,SMB
C0624,Customer_624,Male,Khobar,Saudi Arabia,5/5/2021,Corporate
C0625,Customer_625,Female,Riyadh,Saudi Arabia,5/17/2021,Retail
C0626,Customer_626,Male,Khobar,Saudi Arabia,9/20/2021,SMB
C0627,Customer_627,Male,Khobar,Saudi Arabia,9/7/2021,SMB
C0628,Customer_628,Female,Dammam,Saudi Arabia,4/9/2023,Corporate
C0629,Customer_629,Female,Dammam,Saudi Arabia,12/7/2021,Corporate
C0630,Customer_630,Female,Khobar,Saudi Arabia,2/8/2020,SMB
C0631,Customer_631,Female,Dammam,Saudi Arabia,4/12/2021,Corporate
C0632,Customer_632,Female,Khobar,Saudi Arabia,7/7/2019,SMB
C0633,Customer_633,Male,Jeddah,Saudi Arabia,3/8/2019,Corporate
C0634,Customer_634,Female,Dammam,Saudi Arabia,9/16/2020,Retail
C0635,Customer_635,Female,Jeddah,Saudi Arabia,4/5/2023,SMB
C0636,Customer_636,Male,Khobar,Saudi Arabia,3/5/2025,SMB
C0637,Customer_637,Female,Dammam,Saudi Arabia,6/24/2024,SMB
C0638,Customer_638,Female,Khobar,Saudi Arabia,11/20/2020,SMB
C0639,Customer_639,Female,Jeddah,Saudi Arabia,7/27/2020,SMB
C0640,Customer_640,Female,Jeddah,Saudi Arabia,1/29/2025,SMB
C0641,Customer_641,Male,Medina,Saudi Arabia,5/19/2019,Retail
C0642,Customer_642,Male,Riyadh,Saudi Arabia,8/17/2023,Retail
C0643,Customer_643,Male,Riyadh,Saudi Arabia,9/10/2020,Retail
C0644,Customer_644,Male,Medina,Saudi Arabia,2/11/2024,Corporate
C0645,Customer_645,Male,Medina,Saudi Arabia,11/30/2025,Corporate
C0646,Customer_646,Female,Riyadh,Saudi Arabia,1/28/2019,SMB
C0647,Customer_647,Female,Riyadh,Saudi Arabia,3/10/2019,SMB
C0648,Customer_648,Female,Medina,Saudi Arabia,3/20/2022,Retail
C0649,Customer_649,Female,Jeddah,Saudi Arabia,3/14/2020,Retail
C0650,Customer_650,Male,Jeddah,Saudi Arabia,2/25/2021,SMB
C0651,Customer_651,Female,Dammam,Saudi Arabia,12/30/2021,Corporate
C0652,Customer_652,Male,Dammam,Saudi Arabia,7/22/2023,Corporate
C0653,Customer_653,Male,Jeddah,Saudi Arabia,5/13/2022,SMB
C0654,Customer_654,Male,Riyadh,Saudi Arabia,1/18/2020,Corporate
C0655,Customer_655,Female,Khobar,Saudi Arabia,3/13/2025,Corporate
C0656,Customer_656,Male,Riyadh,Saudi Arabia,12/2/2020,Retail
C0657,Customer_657,Female,Khobar,Saudi Arabia,9/18/2022,SMB
C0658,Customer_658,Male,Medina,Saudi Arabia,6/24/2019,Retail
C0659,Customer_659,Male,Medina,Saudi Arabia,5/1/2024,Corporate
C0660,Customer_660,Male,Riyadh,Saudi Arabia,2/22/2022,SMB
C0661,Customer_661,Male,Jeddah,Saudi Arabia,7/12/2022,Retail
C0662,Customer_662,Male,Medina,Saudi Arabia,8/13/2020,SMB
C0663,Customer_663,Female,Riyadh,Saudi Arabia,5/10/2022,Retail
C0664,Customer_664,Male,Medina,Saudi Arabia,5/13/2023,SMB
C0665,Customer_665,Female,Khobar,Saudi Arabia,7/27/2020,SMB
C0666,Customer_666,Male,Medina,Saudi Arabia,11/17/2022,Retail
C0667,Customer_667,Male,Khobar,Saudi Arabia,8/8/2021,Retail
C0668,Customer_668,Female,Medina,Saudi Arabia,11/19/2025,SMB
C0669,Customer_669,Female,Dammam,Saudi Arabia,5/2/2019,SMB
C0670,Customer_670,Female,Khobar,Saudi Arabia,7/2/2024,Retail
C0671,Customer_671,Female,Medina,Saudi Arabia,3/18/2023,Corporate
C0672,Customer_672,Male,Medina,Saudi Arabia,4/6/2023,Retail
C0673,Customer_673,Female,Jeddah,Saudi Arabia,10/29/2019,Retail
C0674,Customer_674,Female,Jeddah,Saudi Arabia,4/6/2023,SMB
C0675,Customer_675,Male,Khobar,Saudi Arabia,7/21/2022,Corporate
C0676,Customer_676,Male,Riyadh,Saudi Arabia,1/22/2019,Corporate
C0677,Customer_677,Female,Dammam,Saudi Arabia,1/9/2022,Retail
C0678,Customer_678,Male,Riyadh,Saudi Arabia,2/6/2021,Corporate
C0679,Customer_679,Female,Medina,Saudi Arabia,3/22/2025,SMB
C0680,Customer_680,Female,Riyadh,Saudi Arabia,4/18/2019,Retail
C0681,Customer_681,Female,Medina,Saudi Arabia,1/17/2020,SMB
C0682,Customer_682,Female,Khobar,Saudi Arabia,2/20/2019,Corporate
C0683,Customer_683,Female,Khobar,Saudi Arabia,12/13/2019,SMB
C0684,Customer_684,Male,Medina,Saudi Arabia,11/4/2024,Retail
C0685,Customer_685,Female,Jeddah,Saudi Arabia,7/22/2020,Corporate
C0686,Customer_686,Female,Dammam,Saudi Arabia,7/12/2024,Retail
C0687,Customer_687,Male,Jeddah,Saudi Arabia,11/16/2023,Corporate
C0688,Customer_688,Female,Dammam,Saudi Arabia,6/6/2024,Retail
C0689,Customer_689,Female,Dammam,Saudi Arabia,10/7/2021,SMB
C0690,Customer_690,Female,Medina,Saudi Arabia,11/30/2025,Retail
C0691,Customer_691,Female,Riyadh,Saudi Arabia,7/8/2020,Corporate
C0692,Customer_692,Male,Khobar,Saudi Arabia,9/22/2022,SMB
C0693,Customer_693,Female,Dammam,Saudi Arabia,12/9/2023,Corporate
C0694,Customer_694,Female,Medina,Saudi Arabia,7/11/2020,Corporate
C0695,Customer_695,Female,Medina,Saudi Arabia,4/2/2021,Corporate
C0696,Customer_696,Female,Jeddah,Saudi Arabia,6/20/2023,Corporate
C0697,Customer_697,Female,Khobar,Saudi Arabia,6/16/2025,Retail
C0698,Customer_698,Female,Khobar,Saudi Arabia,2/22/2022,Corporate
C0699,Customer_699,Female,Riyadh,Saudi Arabia,4/28/2025,Retail
C0700,Customer_700,Male,Medina,Saudi Arabia,4/21/2019,SMB
C0701,Customer_701,Female,Jeddah,Saudi Arabia,12/1/2023,Corporate
C0702,Customer_702,Male,Khobar,Saudi Arabia,8/7/2024,Retail
C0703,Customer_703,Female,Jeddah,Saudi Arabia,10/31/2021,SMB
C0704,Customer_704,Male,Khobar,Saudi Arabia,3/25/2023,Retail
C0705,Customer_705,Female,Medina,Saudi Arabia,5/16/2024,SMB
C0706,Customer_706,Female,Medina,Saudi Arabia,9/6/2024,SMB
C0707,Customer_707,Female,Medina,Saudi Arabia,5/31/2019,Corporate
C0708,Customer_708,Male,Riyadh,Saudi Arabia,10/13/2021,SMB
C0709,Customer_709,Female,Jeddah,Saudi Arabia,11/14/2025,Retail
C0710,Customer_710,Female,Dammam,Saudi Arabia,10/30/2023,Retail
C0711,Customer_711,Male,Riyadh,Saudi Arabia,11/25/2021,Retail
C0712,Customer_712,Male,Khobar,Saudi Arabia,3/13/2023,Corporate
C0713,Customer_713,Female,Medina,Saudi Arabia,8/11/2024,Retail
C0714,Customer_714,Female,Riyadh,Saudi Arabia,5/31/2024,Retail
C0715,Customer_715,Female,Khobar,Saudi Arabia,12/18/2019,Retail
C0716,Customer_716,Male,Dammam,Saudi Arabia,7/1/2022,Corporate
C0717,Customer_717,Female,Jeddah,Saudi Arabia,11/4/2024,Corporate
C0718,Customer_718,Female,Khobar,Saudi Arabia,2/4/2020,Corporate
C0719,Customer_719,Female,Dammam,Saudi Arabia,10/3/2019,Corporate
C0720,Customer_720,Male,Riyadh,Saudi Arabia,4/3/2019,Corporate
C0721,Customer_721,Male,Jeddah,Saudi Arabia,9/26/2021,SMB
C0722,Customer_722,Male,Medina,Saudi Arabia,10/17/2020,Corporate
C0723,Customer_723,Female,Khobar,Saudi Arabia,8/7/2021,Corporate
